session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,First Language,First language,Nationality,Sex,Student Status,Vision
5ff72c62c044db366c7ef9b3,5eb8c284ab41e18278ccf247,RETURNED,2021-01-07 15:45:00.696000,,83964.101662,32,204,5,97,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5ff72c632e30bf373d900c1c,5d691ef690cade0016695e4a,APPROVED,2021-01-07 15:44:48.938000,2021-01-07 15:58:33.104000,824.166,34,304,1,100,2021-01-07 16:10:02.957000,4422804F,United Kingdom,United Kingdom,Full-Time,English,English,United Kingdom,Female,No,Yes
5ff72c662e30bf373d900c1d,58ff68a15b40770001f298d8,RETURNED,2021-01-07 15:44:44.103000,,83980.931087,40,952,4,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5ff72c67864f673648cabb37,5f6b4c725dc43c0114f2935b,APPROVED,2021-01-07 15:44:41.949000,2021-01-07 15:56:21.851000,699.902,29,66,0,100,2021-01-07 16:10:07.330000,4422804F,United Kingdom,United Kingdom,Unemployed (and job seeking),DATA EXPIRED,English,United Kingdom,Male,No,Yes
5ff72c68c0a78535f9219671,5fc0213b5c4bc346ffd07ec9,APPROVED,2021-01-07 15:44:44.365000,2021-01-07 15:57:10.831000,746.466,52,34,0,100,2021-01-07 16:10:11.131000,4422804F,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",,English,United Kingdom,Male,Yes,Yes
5ff72c6b0d726a3682a26bd2,5fac4dc60d67201ffe756ca1,APPROVED,2021-01-07 15:44:43.829000,2021-01-07 16:00:30,946.171,59,39,0,100,2021-01-07 16:10:14.617000,4422804F,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",DATA EXPIRED,English,United Kingdom,Female,No,Yes
5ff72c6d584ecf35c8cf3e1a,5f32bc368853aa03df112fc6,APPROVED,2021-01-07 15:45:13.080000,2021-01-07 16:04:41.322000,1168.242,21,160,0,100,2021-01-07 16:10:22.509000,4422804F,United States,United States,Unemployed (and job seeking),DATA EXPIRED,English,United States,Female,Yes,Yes
5ff72c6d4c5da636c3b43290,5efdacada352be1fbec58a03,APPROVED,2021-01-07 15:48:06.809000,2021-01-07 15:57:04.656000,537.847,24,149,1,100,2021-01-07 16:10:18.454000,4422804F,United Kingdom,United Kingdom,Full-Time,English,English,United Kingdom,Female,No,Yes
5ff72c6e1e00ca35bbfc8ca8,5f858542d133000360a7fef8,APPROVED,2021-01-07 15:44:46.335000,2021-01-07 15:53:29.834000,523.499,25,67,0,100,2021-01-07 16:10:26.714000,4422804F,United Kingdom,United Kingdom,Full-Time,DATA EXPIRED,English,United Kingdom,Male,No,Yes
5ff72c6ea8025236ba656da4,5f50468c0868af1baaec306c,APPROVED,2021-01-07 15:44:46.740000,2021-01-07 15:57:20.522000,753.782,23,271,0,100,2021-01-07 16:10:30.772000,4422804F,United States,United States,Full-Time,DATA EXPIRED,English,United States,Female,No,Yes
5ff72c6ff048213685f5ccf3,5f7f16eb45861703806170e6,APPROVED,2021-01-07 15:45:08.594000,2021-01-07 15:57:57.446000,768.852,28,56,0,100,2021-01-07 16:10:35.550000,4422804F,United Kingdom,United Kingdom,Part-Time,DATA EXPIRED,English,United Kingdom,Female,No,Yes
5ff72cc3461d9936605bc0d8,5a9ea9fe1ade740001b92063,APPROVED,2021-01-07 15:46:34.558000,2021-01-07 16:05:32.580000,1138.022,47,349,0,100,2021-01-07 16:10:39.137000,4422804F,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,,United Kingdom,Female,No,Yes
5ff72d5badf29f3716f4bc6f,5e2e147d047efa000c6b833d,APPROVED,2021-01-07 15:48:43.672000,2021-01-07 16:00:25.572000,701.9,,280,0,100,2021-01-07 16:10:44.310000,4422804F,Canada,Canada,Full-Time,English,,Canada,Male,No,Yes
5ff8412ad63e9158fbea25a5,5f33289c1fe9181376ee67d9,APPROVED,2021-01-08 11:26:49.120000,2021-01-08 11:41:12.034000,862.914,20,97,1,99,2021-01-08 12:07:21.980000,4422804F,South Africa,South Africa,Other,DATA EXPIRED,English,South Africa,Female,Yes,Yes
5ff8412bca1cd959f381e8f9,5decc61a488cde39be161a91,APPROVED,2021-01-08 11:25:40.863000,2021-01-08 11:35:25.128000,584.265,61,291,2,100,2021-01-08 12:07:25.715000,4422804F,United Kingdom,United Kingdom,Full-Time,English,,United Kingdom,Male,No,Yes
5ff8412ebb5f425960b78b16,5f0f2ff0762218000970c967,APPROVED,2021-01-08 11:25:48.334000,2021-01-08 11:40:59.095000,910.761,24,84,0,100,2021-01-08 12:07:33.359000,4422804F,United Kingdom,United Kingdom,Other,English,English,United Kingdom,Female,No,Yes
5ff8412e15bb9759903ea5bb,5da760eae8174b001640d369,APPROVED,2021-01-08 11:25:34.792000,2021-01-08 11:36:16.457000,641.665,43,120,1,100,2021-01-08 12:07:29.466000,4422804F,United Kingdom,United Kingdom,Full-Time,English,English,United Kingdom,Male,No,Yes
5ff8413050f436597b34accc,5383def8fdf99b5111d7ccf2,APPROVED,2021-01-08 11:25:39.975000,2021-01-08 11:36:24.953000,644.978,28,794,3,100,2021-01-08 12:07:36.243000,4422804F,United States,United States,Full-Time,English,English,United States,Female,No,Yes
5ff84133d13665590f55a29a,59feed1da383a100011b3eaa,APPROVED,2021-01-08 11:25:39.137000,2021-01-08 11:41:31.913000,952.776,46,1283,3,100,2021-01-08 12:07:45.515000,4422804F,United Kingdom,United Kingdom,Full-Time,English,English,United Kingdom,Male,No,Yes
5ff84133427939581d4fee32,5fa18024e8db28293edae14e,APPROVED,2021-01-08 11:25:42.225000,2021-01-08 11:34:56.997000,554.772,27,53,0,100,2021-01-08 12:07:41.794000,4422804F,United Kingdom,United Kingdom,Part-Time,DATA EXPIRED,English,United Kingdom,Female,No,Yes
5ff8413680d5bf58550ad949,5a57c51876d1c60001ab090d,APPROVED,2021-01-08 11:28:26.020000,2021-01-08 11:35:06.021000,400.001,47,598,1,100,2021-01-08 12:07:52.814000,NOCODE,United Kingdom,United Kingdom,Part-Time,English,,United Kingdom,Female,No,Yes
5ff841397923985a833e89d1,5c010c054e1b7b00016a2336,APPROVED,2021-01-08 11:26:20.126000,2021-01-08 11:39:15.125000,774.999,42,503,4,99,2021-01-08 12:07:57.818000,4422804F,United Kingdom,United Kingdom,Full-Time,English,,United Kingdom,Male,No,Yes
5ff841398573f059507648a0,5ed489ccc238ad44a82adcb4,APPROVED,2021-01-08 11:25:45.785000,2021-01-08 11:35:38.087000,592.302,39,173,0,100,2021-01-08 12:08:02.412000,4422804F,United Kingdom,United Kingdom,Full-Time,English,English,United Kingdom,Male,No,Yes
5ff84140fb8b2558e4278cdb,5dc3224ff3795b23e5ec7c65,APPROVED,2021-01-08 11:25:52.372000,2021-01-08 11:37:28.714000,696.342,28,422,0,100,2021-01-08 12:08:06.074000,4422804F,United Kingdom,United Kingdom,Full-Time,English,English,United Kingdom,Male,No,Yes
5ff84140affef259e5d62fcc,5dc151136bba9b0b6d979aa8,APPROVED,2021-01-08 11:25:52.728000,2021-01-08 12:08:22.925000,2550.197,58,363,1,100,2021-01-08 13:11:29.864000,NoCode,United Kingdom,United Kingdom,Full-Time,English,English,United Kingdom,Male,No,Yes
5ff84146a5d9a559b6040dae,5bfa8c4b18430e0001865d19,APPROVED,2021-01-08 11:25:58.674000,2021-01-08 11:45:55.950000,1197.276,56,481,3,100,2021-01-08 12:08:10.234000,4422804F,United Kingdom,United Kingdom,Unemployed (and job seeking),English,English,United Kingdom,Male,No,Yes
5ff8414a530ada58ea8ee0a9,568d912de3ef9e000ca0da9e,APPROVED,2021-01-08 11:26:02.118000,2021-01-08 11:37:01.154000,659.036,44,786,5,100,2021-01-08 12:08:15.195000,4422804F,United Kingdom,United Kingdom,Full-Time,English,English,United Kingdom,Male,No,Yes
5ff8414cca1cd9597be2cb20,5f40442792000717762de583,APPROVED,2021-01-08 11:26:04.138000,2021-01-08 11:39:46.859000,822.721,,253,0,100,2021-01-08 12:08:21.209000,4422804F,United States,United States,Other,DATA EXPIRED,English,United States,Male,Yes,Yes
5ff8414d80d5bf5a188bf365,5fbe258fdb869c2d5119962e,RETURNED,2021-01-08 11:26:14.575000,,13098.018915,63,41,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5ff8414e932d565941099e83,5e6645daaf3bd53bfad40b9f,APPROVED,2021-01-08 11:26:06.854000,2021-01-08 11:49:45.850000,1418.996,65,198,4,97,2021-01-08 12:08:25.007000,4422804F,United Kingdom,United Kingdom,Part-Time,English,English,United Kingdom,Female,No,Yes
5ff84150dfb1e65988d05956,5ea03f29271c1b0124707b36,RETURNED,2021-01-08 11:26:12.302000,,13100.528721,71,192,2,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5ff8415503510f59c635d7b8,5ea6a697f5d217022e2f7f45,RETURNED,2021-01-08 11:26:15.706000,,13097.124874,33,100,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5ff84157bb5f4258eb759c58,5f859e6c3abbee020984badb,APPROVED,2021-01-08 11:26:17.995000,2021-01-08 11:37:20.503000,662.508,34,47,0,100,2021-01-08 12:08:28.808000,4422804F,United Kingdom,United Kingdom,Full-Time,DATA EXPIRED,English,United Kingdom,Female,No,Yes
5ff84158d63e91596e662724,5f9aab7cd52dbb1dedc51220,RETURNED,2021-01-08 11:26:27.511000,,13085.578366,50,33,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5ff8415a71ad5658faeca909,5f25e860dd98342ce97e7403,APPROVED,2021-01-08 11:26:21.036000,2021-01-08 11:51:09.708000,1488.672,26,141,1,100,2021-01-08 12:08:32.142000,4422804F,United Kingdom,United Kingdom,Full-Time,DATA EXPIRED,English,United Kingdom,Female,No,Yes
5ff8415b281b5e5966691554,5f74b3a0d780450b219f8616,APPROVED,2021-01-08 11:26:23.288000,2021-01-08 11:35:47.757000,564.469,24,99,2,99,2021-01-08 12:08:36.146000,4422804F,United Kingdom,United Kingdom,Full-Time,DATA EXPIRED,English,United Kingdom,Female,Yes,Yes
5ff8415c63af7659c10b4ce6,5d1a1d97a51463000183f7af,APPROVED,2021-01-08 11:26:23.399000,2021-01-08 11:33:41.568000,438.169,26,104,1,100,2021-01-08 12:08:39.788000,4422804F,United Kingdom,United Kingdom,Full-Time,English,,United Kingdom,Male,No,Yes
5ff8415e4721d55938c78119,5f138bbecda32013aed8add1,APPROVED,2021-01-08 11:26:26.993000,2021-01-08 11:44:17.894000,1070.901,23,112,1,100,2021-01-08 12:08:42.993000,4422804F,United Kingdom,United Kingdom,Full-Time,English,,United Kingdom,Female,Yes,Yes
5ff8415f6c8d83584a9e823f,5eb9b011e926960deb4d6d91,APPROVED,2021-01-08 11:26:26.538000,2021-01-08 11:36:41.928000,615.39,24,173,1,100,2021-01-08 12:08:47.092000,4422804F,United Kingdom,United Kingdom,Full-Time,English,English,United Kingdom,Male,No,Yes
5ff84163760d2b59bc42451b,5f9298dccf7c640320716541,APPROVED,2021-01-08 11:26:33.519000,2021-01-08 11:43:36.264000,1022.745,29,62,0,100,2021-01-08 12:08:50.615000,4422804F,United States,United States,Unemployed (and job seeking),DATA EXPIRED,English,United States,Male,No,Yes
5ff841642ac1335a0edba82e,5f50db296d9ce726e639d020,APPROVED,2021-01-08 11:26:28.878000,2021-01-08 11:42:57.316000,988.438,31,88,0,100,2021-01-08 12:08:53.729000,4422804F,United Kingdom,United Kingdom,Full-Time,DATA EXPIRED,English,United Kingdom,Female,No,Yes
5ff841672dbdfb5a8515aef5,5eafe830cf726802582beaa7,APPROVED,2021-01-08 11:26:31.707000,2021-01-08 11:37:07.374000,635.667,26,192,1,100,2021-01-08 12:08:58.683000,4422804F,United Kingdom,United Kingdom,Full-Time,English,English,United Kingdom,Male,Yes,Yes
5ff84168c3321d595383e6b7,5ebfabc7676c2502837188cf,APPROVED,2021-01-08 11:28:33.628000,2021-01-08 11:47:05.832000,1112.204,54,226,2,100,2021-01-08 12:09:06.788000,4422804F,United Kingdom,United Kingdom,Part-Time,English,English,United Kingdom,Female,No,Yes
5ff84168306c94595d22699e,563e35190980220011572d9a,APPROVED,2021-01-08 11:27:21.991000,2021-01-08 11:44:50.142000,1048.151,26,425,11,95,2021-01-08 12:09:02.406000,4422804F,United Kingdom,United Kingdom,Part-Time,English,,United Kingdom,Female,No,Yes
5ff8416a83eb985976d4501f,59d395800118340001369be1,APPROVED,2021-01-08 11:36:23.506000,2021-01-08 11:45:37.833000,554.327,29,379,5,99,2021-01-08 12:09:10.588000,4422804F,United Kingdom,United Kingdom,Full-Time,English,English,United Kingdom,Male,No,Yes
5ff8416b16269f587f5c08ce,5a75b131eea3d300016ddc70,APPROVED,2021-01-08 11:26:35.866000,2021-01-08 11:58:24.093000,1908.227,40,921,9,99,2021-01-08 12:09:14.832000,NOCODE,United Kingdom,United Kingdom,Part-Time,English,English,United Kingdom,Male,No,Yes
5ff8416c2689e758bc5dfc4a,5b9f7e3d00815d00010323f6,APPROVED,2021-01-08 11:26:40.155000,2021-01-08 11:55:35.308000,1735.153,25,719,4,99,2021-01-08 12:09:20.850000,4422804F,United Kingdom,United Kingdom,Other,English,English,United Kingdom,Male,No,Yes
5ff8416f50f436597b34accf,59d3ef2c078dbe000195117f,APPROVED,2021-01-08 11:26:44.229000,2021-01-08 11:38:25.687000,701.458,46,814,8,99,2021-01-08 12:09:26.411000,4422804F,Ireland,United Kingdom,Full-Time,English,English,Ireland,Female,No,Yes
5ff8416fa9a88559198844ba,5fb93f3349adcb75d64045d1,APPROVED,2021-01-08 11:26:42.193000,2021-01-08 11:52:28.574000,1546.381,21,4,0,100,2021-01-08 12:09:31.772000,4422804F,United Kingdom,United Kingdom,Part-Time,DATA EXPIRED,English,United Kingdom,Female,No,Yes
5ff841729481df5a9d893bd9,5f5e116c2074a4664940c45a,APPROVED,2021-01-08 11:26:42.671000,2021-01-08 11:47:54.393000,1271.722,28,125,0,100,2021-01-08 12:09:35.038000,4422804F,United States,Portugal,Part-Time,DATA EXPIRED,English,United States,Male,Yes,Yes
5ff84173079ac1598fcc324f,5edbe8bede51ce095464a4a6,APPROVED,2021-01-08 11:26:43.297000,2021-01-08 11:33:39.248000,415.951,21,225,1,100,2021-01-08 12:09:38.726000,4422804F,United Kingdom,United Kingdom,Other,English,English,United Kingdom,Male,Yes,Yes
5ff84173ca1cd9597be2cb2a,5fca054298bccf24d97f2530,RETURNED,2021-01-08 11:26:46.189000,,13072.573771,47,81,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5ff8417a233de957bd8f36df,5ea07a903abacb0452903ef4,RETURNED,2021-01-08 11:26:55.331000,,13063.431896,70,151,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5ff8417aaef12a5a056af5a6,5ce317ff4c6a04001cbcc43e,APPROVED,2021-01-08 11:26:53.508000,2021-01-08 11:47:01.467000,1207.959,18,48,1,99,2021-01-08 12:09:42.403000,4422804F,United Kingdom,United Kingdom,Other,English,English,United Kingdom,Female,Yes,Yes
5ff8417fd2e20458ff7f2051,5e809c3515980f776e56a493,APPROVED,2021-01-08 11:26:58.335000,2021-01-08 11:37:43.149000,644.814,48,162,0,100,2021-01-08 12:09:50.074000,4422804F,United Kingdom,United Kingdom,Part-Time,English,English,United Kingdom,Male,No,Yes
5ff8417f6ffd92594425400b,5c86a25570bc1b001262d14e,APPROVED,2021-01-08 11:27:01.541000,2021-01-08 11:45:20.914000,1099.373,37,366,0,100,2021-01-08 12:09:45.824000,4422804F,United Kingdom,United Kingdom,Full-Time,English,,United Kingdom,Male,No,Yes
5ff8418066c81058dd2a3713,5edf2a9fb1248f1cd05f57fd,APPROVED,2021-01-08 11:26:56.215000,2021-01-08 11:35:54.907000,538.692,33,209,0,100,2021-01-08 12:09:53.469000,4422804F,United Kingdom,United Kingdom,Full-Time,English,English,United Kingdom,Male,No,Yes
5ff84182c7546257757c2910,5d51a96b5054110015905fd9,APPROVED,2021-01-08 11:30:01.192000,2021-01-08 11:47:16.211000,1035.019,51,537,1,100,2021-01-08 12:09:57.668000,4422804F,United Kingdom,United Kingdom,Full-Time,English,English,United Kingdom,Male,No,Yes
5ff84184c0a7855a0dc0102b,5ef8bf948a48ac03adaad640,APPROVED,2021-01-08 11:27:03.322000,2021-01-08 11:37:38.636000,635.314,41,169,0,100,2021-01-08 12:10:02.629000,4422804F,United Kingdom,United Kingdom,Full-Time,English,English,United Kingdom,Female,No,Yes
5ff84184e1173b5a89b1947f,5fb835372b02f05267811822,APPROVED,2021-01-08 11:27:06.350000,2021-01-08 11:43:22.640000,976.29,57,36,1,100,2021-01-08 12:10:06.594000,4422804F,United Kingdom,United Kingdom,Full-Time,DATA EXPIRED,English,United Kingdom,Male,No,Yes
5ff841879f6fbd5abec34492,5fa7da82916f3f56b79f134d,APPROVED,2021-01-08 11:28:37.712000,2021-01-08 11:45:48.603000,1030.891,51,46,0,100,2021-01-08 12:10:10.001000,4422804F,United Kingdom,United Kingdom,Unemployed (and job seeking),DATA EXPIRED,English,United Kingdom,Male,No,Yes
5ff84188dfb1e65a01b1f7ad,5edd2d699c9855a147178414,APPROVED,2021-01-08 11:27:04.371000,2021-01-08 11:37:47.861000,643.49,19,148,0,100,2021-01-08 12:10:13.008000,4422804F,Ireland,Ireland,Other,English,English,Ireland,Male,Yes,Yes
5ff841895a30635938016847,5f47c389b90d141e490c3cd8,APPROVED,2021-01-08 11:34:21.845000,2021-01-08 11:49:38.554000,916.709,29,37,2,96,2021-01-08 12:10:16.432000,4422804F,United Kingdom,United Kingdom,Part-Time,DATA EXPIRED,English,United Kingdom,Female,No,Yes
5ff8418afb8b25595dc8a48c,5e3b060655bcb105627427a0,APPROVED,2021-01-08 11:27:08.974000,2021-01-08 11:38:49.342000,700.368,46,65,1,100,2021-01-08 12:10:19.813000,4422804F,United Kingdom,United Kingdom,Part-Time,English,English,United Kingdom,Female,No,Yes
5ff8418b08876e59e4f6e151,5bb756696322c5000159756c,APPROVED,2021-01-08 11:27:07.387000,2021-01-08 11:35:04.401000,477.014,39,101,0,100,2021-01-08 12:10:23.047000,4422804F,United Kingdom,United Kingdom,Full-Time,English,English,United Kingdom,Male,No,Yes
5ff8418c1dc9d159da4ebab2,58542426733c730001a5d1f4,APPROVED,2021-01-08 11:27:10.122000,2021-01-08 11:36:03.326000,533.204,26,229,1,100,2021-01-08 12:10:26.527000,4422804F,United Kingdom,United Kingdom,Unemployed (and job seeking),English,,United Kingdom,Male,No,Yes
5ff8419b461d995912ba0ba0,5abc11e6e1099600016a3097,APPROVED,2021-01-08 11:27:49.851000,2021-01-08 11:44:12.571000,982.72,25,1138,7,100,2021-01-08 12:10:30.322000,4422804F,United Kingdom,United Kingdom,Full-Time,English,English,United Kingdom,Male,No,Yes
5ff842552e30bf5983938182,5c5cad3e4ee81200018eafe2,APPROVED,2021-01-08 11:30:29.611000,2021-01-08 11:46:10.087000,940.476,68,782,0,100,2021-01-08 12:10:37.032000,4422804F,United Kingdom,United Kingdom,Full-Time,English,English,United Kingdom,Female,No,Yes
5ff8427b5de7ad5949559139,5e9f31ca9b0a040704ee0bad,APPROVED,2021-01-08 11:31:14.750000,2021-01-08 12:03:25.546000,1930.796,22,257,4,99,2021-01-08 12:10:42.695000,4422804F,United Kingdom,United Kingdom,Full-Time,English,English,United Kingdom,Female,No,Yes
5ff842a32769685a005d8913,5e792b54ede26d0bc3d47d12,APPROVED,2021-01-08 11:31:47.373000,2021-01-08 11:45:14.157000,806.784,35,292,3,99,2021-01-08 12:10:46.736000,4422804F,United Kingdom,United Kingdom,Full-Time,English,English,United Kingdom,Female,No,Yes
5ff842e78892285991eab553,5f845de0d84e1708b2840afc,APPROVED,2021-01-08 11:33:00.877000,2021-01-08 11:45:31.514000,750.637,37,54,0,100,2021-01-08 12:10:50.882000,4422804F,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",DATA EXPIRED,English,United Kingdom,Female,No,Yes
5ff84591dfb1e65a01b1f7bd,5f312814fe3e955b2951284c,APPROVED,2021-01-08 11:44:21.097000,2021-01-08 11:53:36.274000,555.177,27,124,0,100,2021-01-08 12:10:54.494000,4422804F,United Kingdom,United Kingdom,Part-Time,DATA EXPIRED,English,United Kingdom,Female,No,Yes
5ff85a1016664d01db9ab56d,5bfc830fa1f050000101f9b0,APPROVED,2021-01-08 13:13:33.594000,2021-01-08 13:25:10.600000,697.006,20,101,1,99,2021-01-08 14:12:43.543000,4422804F,United Kingdom,United Kingdom,Part-Time,English,English,United Kingdom,Female,Yes,Yes
5ff85a123bd20c025f7ab5b2,5adfa601eb6040000153a828,APPROVED,2021-01-08 13:14:41.703000,2021-01-08 13:28:42.035000,840.332,49,598,5,100,2021-01-08 14:12:47.381000,4422804F,United Kingdom,United Kingdom,Full-Time,English,English,United Kingdom,Male,No,Yes
5ff85a16723096016bac4605,5caba2588d77140014bac508,APPROVED,2021-01-08 13:11:50.623000,2021-01-08 13:27:04.795000,914.172,33,403,5,97,2021-01-08 14:12:53.097000,4422804F,United Kingdom,United Kingdom,Full-Time,English,,United Kingdom,Male,No,Yes
5ff85a198f040a0171806771,5fbcf3ea644b471f87e75243,APPROVED,2021-01-08 13:11:59.240000,2021-01-08 13:26:30.322000,871.082,49,10,0,100,2021-01-08 14:12:58.176000,4422804F,United Kingdom,United Kingdom,Full-Time,,English,United Kingdom,Female,No,Yes
5ff85a1a3bd20c01e3b795d3,5de312201efe513486ed5569,APPROVED,2021-01-08 13:11:54.212000,2021-01-08 13:19:28.168000,453.956,32,350,0,100,2021-01-08 14:13:02.047000,4422804F,United Kingdom,United Kingdom,Full-Time,English,English,United Kingdom,Male,No,Yes
5ff85a1e2f3435025c577b50,5cf5134c8f8ff80019e76721,APPROVED,2021-01-08 13:11:58.139000,2021-01-08 13:21:07.773000,549.634,47,1071,1,100,2021-01-08 14:13:07.295000,4422804F,United States,United States,Full-Time,English,English,United States,Male,No,Yes
5ff85a1e78203f01f19f94d0,5b7ffeeb05fbbd00016aa0bc,APPROVED,2021-01-08 13:11:58.637000,2021-01-08 13:20:47.416000,528.779,40,403,3,99,2021-01-08 14:13:15.295000,4422804F,United Kingdom,United Kingdom,Other,English,English,United Kingdom,Female,No,Yes
5ff85a1fd3d12b025b309c57,5f511eed82c8f6108cbec10d,TIMED-OUT,2021-01-08 13:11:59.027000,,6766.836756,22,99,0,100,,,United Kingdom,United Kingdom,Unemployed (and job seeking),DATA EXPIRED,English,United Kingdom,Male,Yes,Yes
5ff85a1f46564d01def330b4,5fd0ed3ee993330172b0b97a,APPROVED,2021-01-08 13:11:59.334000,2021-01-08 13:30:31.258000,1111.924,69,51,1,100,2021-01-08 14:13:20.282000,4422804F,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",DATA EXPIRED,English,United States,Male,No,Yes
5ff85a254562ef025bf0d856,5f607efeea3f070107273203,RETURNED,2021-01-08 13:12:05.678000,,6760.419939,71,104,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5ff85d58b591c60351dcda14,5f95c381d608020c9d0bcb7b,APPROVED,2021-01-08 13:25:44.080000,2021-01-08 13:35:15.393000,571.313,28,86,0,100,2021-01-08 14:13:23.982000,4422804F,Poland,United Kingdom,Full-Time,DATA EXPIRED,English,United Kingdom,Female,No,Yes
5ff868f0b5a05a0441ddb195,5c2fcd716ea6880001dc8e3d,APPROVED,2021-01-08 14:15:12.280000,2021-01-08 14:36:30.401000,1278.121,57,875,3,100,2021-01-08 14:40:59.304000,4422804F,United States,United States,Part-Time,English,English,United States,Female,No,Yes
